Frequent Itemsets:
 support                                                                                      itemsets
                                                        (SpecialDay_0.0, Region_1)                                                               (Browser_2, Weekend) 0.050689    0.145824 1.007286
                                                              (Browser_2, Weekend)                                                         (SpecialDay_0.0, Region_1) 0.050689    0.350140 1.007286
                                                               (Weekend, Region_1)                                                        (SpecialDay_0.0, Browser_2) 0.050689    0.580316 1.004534
                                                                  (SpecialDay_0.0)                                                     (Browser_2, Weekend, Region_1) 0.050689    0.056413 1.060324
                               (VisitorType_Returning_Visitor, Browser_2, Weekend)                                                                   (SpecialDay_0.0) 0.111679    0.932927 1.038270
                                   (SpecialDay_0.0, VisitorType_Returning_Visitor)                                                               (Browser_2, Weekend) 0.111679    0.147147 1.016426
                                                       (SpecialDay_0.0, Browser_2)                                           (VisitorType_Returning_Visitor, Weekend) 0.111679    0.193317 1.000673
                                          (VisitorType_Returning_Visitor, Weekend)                                                        (SpecialDay_0.0, Browser_2) 0.111679    0.578086 1.000673
                                                              (Browser_2, Weekend)                                    (SpecialDay_0.0, VisitorType_Returning_Visitor) 0.111679    0.771429 1.016426
                                                                  (SpecialDay_0.0)                                (VisitorType_Returning_Visitor, Browser_2, Weekend) 0.111679    0.124289 1.038270
                         (SpecialDay_0.0, VisitorType_Returning_Visitor, Region_1)                                                                          (Weekend) 0.068694    0.232628 1.000107
                                (VisitorType_Returning_Visitor, Weekend, Region_1)                                                                   (SpecialDay_0.0) 0.068694    0.945312 1.052054
                                   (SpecialDay_0.0, VisitorType_Returning_Visitor)                                                                (Weekend, Region_1) 0.068694    0.090511 1.036210
                                                        (SpecialDay_0.0, Region_1)                                           (VisitorType_Returning_Visitor, Weekend) 0.068694    0.197620 1.022946
                                          (VisitorType_Returning_Visitor, Weekend)                                                         (SpecialDay_0.0, Region_1) 0.068694    0.355584 1.022946
                                                               (Weekend, Region_1)                                    (SpecialDay_0.0, VisitorType_Returning_Visitor) 0.068694    0.786444 1.036210
                                                                  (SpecialDay_0.0)                                 (VisitorType_Returning_Visitor, Weekend, Region_1) 0.068694    0.076451 1.052054
                                                                         (Weekend)                          (SpecialDay_0.0, VisitorType_Returning_Visitor, Region_1) 0.068694    0.295328 1.000107
                    (SpecialDay_0.0, VisitorType_Returning_Visitor, TrafficType_2)                                                                          (Weekend) 0.056285    0.250180 1.075566
                           (VisitorType_Returning_Visitor, Weekend, TrafficType_2)                                                                   (SpecialDay_0.0) 0.056285    0.955923 1.063862
                                                         (SpecialDay_0.0, Weekend)                                     (VisitorType_Returning_Visitor, TrafficType_2) 0.056285    0.256278 1.065376
                                    (VisitorType_Returning_Visitor, TrafficType_2)                                                          (SpecialDay_0.0, Weekend) 0.056285    0.233985 1.065376
                                                                  (SpecialDay_0.0)                            (VisitorType_Returning_Visitor, Weekend, TrafficType_2) 0.056285    0.062641 1.063862
                                                                         (Weekend)                     (SpecialDay_0.0, VisitorType_Returning_Visitor, TrafficType_2) 0.056285    0.241980 1.075566
                      (VisitorType_Returning_Visitor, Weekend, OperatingSystems_2)                                                                        (Browser_2) 0.061719    0.764056 1.183371
                                        (VisitorType_Returning_Visitor, Browser_2)                                                      (Weekend, OperatingSystems_2) 0.061719    0.110258 1.099903
                                                     (Weekend, OperatingSystems_2)                                         (VisitorType_Returning_Visitor, Browser_2) 0.061719    0.615696 1.099903
                                                                       (Browser_2)                       (VisitorType_Returning_Visitor, Weekend, OperatingSystems_2) 0.061719    0.095591 1.183371
                                            (SpecialDay_0.0, Browser_2, Month_Dec)                                                               (OperatingSystems_2) 0.056285    0.637868 1.191472
                                   (SpecialDay_0.0, Browser_2, OperatingSystems_2)                                                                        (Month_Dec) 0.056285    0.153404 1.095236
                                   (SpecialDay_0.0, Month_Dec, OperatingSystems_2)                                                                        (Browser_2) 0.056285    0.799539 1.238327
                                        (Browser_2, Month_Dec, OperatingSystems_2)                                                                   (SpecialDay_0.0) 0.056285    1.000000 1.112916
                                                       (SpecialDay_0.0, Browser_2)                                                    (Month_Dec, OperatingSystems_2) 0.056285    0.097431 1.384012
                                              (SpecialDay_0.0, OperatingSystems_2)                                                             (Browser_2, Month_Dec) 0.056285    0.117727 1.334166
                                                            (Browser_2, Month_Dec)                                               (SpecialDay_0.0, OperatingSystems_2) 0.056285    0.637868 1.334166
                                                   (Month_Dec, OperatingSystems_2)                                                        (SpecialDay_0.0, Browser_2) 0.056285    0.799539 1.384012
                                                                  (SpecialDay_0.0)                                         (Browser_2, Month_Dec, OperatingSystems_2) 0.056285    0.062641 1.112916
                                                                       (Browser_2)                                    (SpecialDay_0.0, Month_Dec, OperatingSystems_2) 0.056285    0.087175 1.238327
                                                                       (Month_Dec)                                    (SpecialDay_0.0, Browser_2, OperatingSystems_2) 0.056285    0.401853 1.095236
                                                              (OperatingSystems_2)                                             (SpecialDay_0.0, Browser_2, Month_Dec) 0.056285    0.105136 1.191472
                    (VisitorType_Returning_Visitor, Month_Dec, OperatingSystems_2)                                                                   (SpecialDay_0.0) 0.055880    1.000000 1.112916
                                   (SpecialDay_0.0, VisitorType_Returning_Visitor)                                                    (Month_Dec, OperatingSystems_2) 0.055880    0.073627 1.045874
                                              (SpecialDay_0.0, OperatingSystems_2)                                         (VisitorType_Returning_Visitor, Month_Dec) 0.055880    0.116879 1.083545
                                        (VisitorType_Returning_Visitor, Month_Dec)                                               (SpecialDay_0.0, OperatingSystems_2) 0.055880    0.518045 1.083545
                                                   (Month_Dec, OperatingSystems_2)                                    (SpecialDay_0.0, VisitorType_Returning_Visitor) 0.055880    0.793779 1.045874
                                                                  (SpecialDay_0.0)                     (VisitorType_Returning_Visitor, Month_Dec, OperatingSystems_2) 0.055880    0.062190 1.112916
                        (SpecialDay_0.0, VisitorType_Returning_Visitor, Browser_2)                                                                        (Month_Dec) 0.070479    0.142506 1.017427
                        (SpecialDay_0.0, VisitorType_Returning_Visitor, Month_Dec)                                                                        (Browser_2) 0.070479    0.653383 1.011961
                             (VisitorType_Returning_Visitor, Browser_2, Month_Dec)                                                                   (SpecialDay_0.0) 0.070479    1.000000 1.112916
                                   (SpecialDay_0.0, VisitorType_Returning_Visitor)                                                             (Browser_2, Month_Dec) 0.070479    0.092862 1.052376
                                                       (SpecialDay_0.0, Browser_2)                                         (VisitorType_Returning_Visitor, Month_Dec) 0.070479    0.121999 1.131015
                                        (VisitorType_Returning_Visitor, Month_Dec)                                                        (SpecialDay_0.0, Browser_2) 0.070479    0.653383 1.131015
                                                            (Browser_2, Month_Dec)                                    (SpecialDay_0.0, VisitorType_Returning_Visitor) 0.070479    0.798713 1.052376
                                                                  (SpecialDay_0.0)                              (VisitorType_Returning_Visitor, Browser_2, Month_Dec) 0.070479    0.078437 1.112916
                                                                       (Browser_2)                         (SpecialDay_0.0, VisitorType_Returning_Visitor, Month_Dec) 0.070479    0.109157 1.011961
                                                                       (Month_Dec)                         (SpecialDay_0.0, VisitorType_Returning_Visitor, Browser_2) 0.070479    0.503185 1.017427
                                            (SpecialDay_0.0, Month_Mar, Browser_2)                                                               (OperatingSystems_2) 0.064882    0.652529 1.218857
                                   (SpecialDay_0.0, Month_Mar, OperatingSystems_2)                                                                        (Browser_2) 0.064882    0.747664 1.157982
                                   (SpecialDay_0.0, Browser_2, OperatingSystems_2)                                                                        (Month_Mar) 0.064882    0.176835 1.143352
                                        (Month_Mar, Browser_2, OperatingSystems_2)                                                                   (SpecialDay_0.0) 0.064882    1.000000 1.112916
                                                       (SpecialDay_0.0, Month_Mar)                                                    (Browser_2, OperatingSystems_2) 0.064882    0.419507 1.022440
                                                       (SpecialDay_0.0, Browser_2)                                                    (Month_Mar, OperatingSystems_2) 0.064882    0.112312 1.294215
                                              (SpecialDay_0.0, OperatingSystems_2)                                                             (Month_Mar, Browser_2) 0.064882    0.135708 1.364831
                                                            (Month_Mar, Browser_2)                                               (SpecialDay_0.0, OperatingSystems_2) 0.064882    0.652529 1.364831
                                                   (Month_Mar, OperatingSystems_2)                                                        (SpecialDay_0.0, Browser_2) 0.064882    0.747664 1.294215
                                                   (Browser_2, OperatingSystems_2)                                                        (SpecialDay_0.0, Month_Mar) 0.064882    0.158134 1.022440
                                                                  (SpecialDay_0.0)                                         (Month_Mar, Browser_2, OperatingSystems_2) 0.064882    0.072209 1.112916
                                                                       (Month_Mar)                                    (SpecialDay_0.0, Browser_2, OperatingSystems_2) 0.064882    0.419507 1.143352
                                                                       (Browser_2)                                    (SpecialDay_0.0, Month_Mar, OperatingSystems_2) 0.064882    0.100490 1.157982
                                                              (OperatingSystems_2)                                             (SpecialDay_0.0, Month_Mar, Browser_2) 0.064882    0.121194 1.218857
                        (SpecialDay_0.0, Month_Mar, VisitorType_Returning_Visitor)                                                               (OperatingSystems_2) 0.076642    0.564179 1.053829
                                   (SpecialDay_0.0, Month_Mar, OperatingSystems_2)                                                    (VisitorType_Returning_Visitor) 0.076642    0.883178 1.032090
               (SpecialDay_0.0, VisitorType_Returning_Visitor, OperatingSystems_2)                                                                        (Month_Mar) 0.076642    0.189797 1.227162
                    (Month_Mar, VisitorType_Returning_Visitor, OperatingSystems_2)                                                                   (SpecialDay_0.0) 0.076642    1.000000 1.112916
                                                       (SpecialDay_0.0, Month_Mar)                                (VisitorType_Returning_Visitor, OperatingSystems_2) 0.076642    0.495543 1.081615
                                   (SpecialDay_0.0, VisitorType_Returning_Visitor)                                                    (Month_Mar, OperatingSystems_2) 0.076642    0.100983 1.163665
                                              (SpecialDay_0.0, OperatingSystems_2)                                         (Month_Mar, VisitorType_Returning_Visitor) 0.076642    0.160305 1.180039
                                        (Month_Mar, VisitorType_Returning_Visitor)                                               (SpecialDay_0.0, OperatingSystems_2) 0.076642    0.564179 1.180039
                                                   (Month_Mar, OperatingSystems_2)                                    (SpecialDay_0.0, VisitorType_Returning_Visitor) 0.076642    0.883178 1.163665
                               (VisitorType_Returning_Visitor, OperatingSystems_2)                                                        (SpecialDay_0.0, Month_Mar) 0.076642    0.167286 1.081615
                                                                  (SpecialDay_0.0)                     (Month_Mar, VisitorType_Returning_Visitor, OperatingSystems_2) 0.076642    0.085297 1.112916
                                                                       (Month_Mar)                (SpecialDay_0.0, VisitorType_Returning_Visitor, OperatingSystems_2) 0.076642    0.495543 1.227162
                                                   (VisitorType_Returning_Visitor)                                    (SpecialDay_0.0, Month_Mar, OperatingSystems_2) 0.076642    0.089565 1.032090
                                                              (OperatingSystems_2)                         (SpecialDay_0.0, Month_Mar, VisitorType_Returning_Visitor) 0.076642    0.143160 1.053829
                                            (SpecialDay_0.0, Month_Mar, Browser_2)                                                    (VisitorType_Returning_Visitor) 0.086537    0.870310 1.017053
                        (SpecialDay_0.0, VisitorType_Returning_Visitor, Browser_2)                                                                        (Month_Mar) 0.086537    0.174975 1.131330
                             (Month_Mar, Browser_2, VisitorType_Returning_Visitor)                                                                   (SpecialDay_0.0) 0.086537    1.000000 1.112916
                                                       (SpecialDay_0.0, Browser_2)                                         (Month_Mar, VisitorType_Returning_Visitor) 0.086537    0.149796 1.102681
                                   (SpecialDay_0.0, VisitorType_Returning_Visitor)                                                             (Month_Mar, Browser_2) 0.086537    0.114020 1.146711
                                                            (Month_Mar, Browser_2)                                    (SpecialDay_0.0, VisitorType_Returning_Visitor) 0.086537    0.870310 1.146711
                                        (Month_Mar, VisitorType_Returning_Visitor)                                                        (SpecialDay_0.0, Browser_2) 0.086537    0.637015 1.102681
                                                                  (SpecialDay_0.0)                              (Month_Mar, Browser_2, VisitorType_Returning_Visitor) 0.086537    0.096308 1.112916
                                                                       (Month_Mar)                         (SpecialDay_0.0, VisitorType_Returning_Visitor, Browser_2) 0.086537    0.559518 1.131330
                                                   (VisitorType_Returning_Visitor)                                             (SpecialDay_0.0, Month_Mar, Browser_2) 0.086537    0.101128 1.017053
                        (SpecialDay_0.0, Month_Mar, VisitorType_Returning_Visitor)                                                                         (Region_1) 0.054663    0.402388 1.037959
                                             (SpecialDay_0.0, Month_Mar, Region_1)                                                    (VisitorType_Returning_Visitor) 0.054663    0.866324 1.012394
                         (SpecialDay_0.0, VisitorType_Returning_Visitor, Region_1)                                                                        (Month_Mar) 0.054663    0.185114 1.196883
                              (Month_Mar, VisitorType_Returning_Visitor, Region_1)                                                                   (SpecialDay_0.0) 0.054663    1.000000 1.112916
                                                       (SpecialDay_0.0, Month_Mar)                                          (VisitorType_Returning_Visitor, Region_1) 0.054663    0.353435 1.059016
                                   (SpecialDay_0.0, VisitorType_Returning_Visitor)                                                              (Month_Mar, Region_1) 0.054663    0.072024 1.141459
                                                        (SpecialDay_0.0, Region_1)                                         (Month_Mar, VisitorType_Returning_Visitor) 0.054663    0.157256 1.157593
                                        (Month_Mar, VisitorType_Returning_Visitor)                                                         (SpecialDay_0.0, Region_1) 0.054663    0.402388 1.157593
                                                             (Month_Mar, Region_1)                                    (SpecialDay_0.0, VisitorType_Returning_Visitor) 0.054663    0.866324 1.141459
                                         (VisitorType_Returning_Visitor, Region_1)                                                        (SpecialDay_0.0, Month_Mar) 0.054663    0.163791 1.059016
                                                                  (SpecialDay_0.0)                               (Month_Mar, VisitorType_Returning_Visitor, Region_1) 0.054663    0.060836 1.112916
                                                                       (Month_Mar)                          (SpecialDay_0.0, VisitorType_Returning_Visitor, Region_1) 0.054663    0.353435 1.196883
                                                   (VisitorType_Returning_Visitor)                                              (SpecialDay_0.0, Month_Mar, Region_1) 0.054663    0.063880 1.012394
                                                                        (Region_1)                         (SpecialDay_0.0, Month_Mar, VisitorType_Returning_Visitor) 0.054663    0.141004 1.037959
                        (SpecialDay_0.0, Month_Mar, VisitorType_Returning_Visitor)                                                                    (TrafficType_1) 0.052960    0.389851 1.961183
                                        (SpecialDay_0.0, Month_Mar, TrafficType_1)                                                    (VisitorType_Returning_Visitor) 0.052960    0.993912 1.161495
                    (SpecialDay_0.0, VisitorType_Returning_Visitor, TrafficType_1)                                                                        (Month_Mar) 0.052960    0.290739 1.879818
                         (Month_Mar, VisitorType_Returning_Visitor, TrafficType_1)                                                                   (SpecialDay_0.0) 0.052960    1.000000 1.112916
                                                       (SpecialDay_0.0, Month_Mar)                                     (VisitorType_Returning_Visitor, TrafficType_1) 0.052960    0.342423 1.754080
                                   (SpecialDay_0.0, VisitorType_Returning_Visitor)                                                         (Month_Mar, TrafficType_1) 0.052960    0.069780 1.309567
                                                   (SpecialDay_0.0, TrafficType_1)                                         (Month_Mar, VisitorType_Returning_Visitor) 0.052960    0.285153 2.099065
                                        (Month_Mar, VisitorType_Returning_Visitor)                                                    (SpecialDay_0.0, TrafficType_1) 0.052960    0.389851 2.099065
                                                        (Month_Mar, TrafficType_1)                                    (SpecialDay_0.0, VisitorType_Returning_Visitor) 0.052960    0.993912 1.309567
                                    (VisitorType_Returning_Visitor, TrafficType_1)                                                        (SpecialDay_0.0, Month_Mar) 0.052960    0.271292 1.754080
                                                                  (SpecialDay_0.0)                          (Month_Mar, VisitorType_Returning_Visitor, TrafficType_1) 0.052960    0.058940 1.112916
                                                                       (Month_Mar)                     (SpecialDay_0.0, VisitorType_Returning_Visitor, TrafficType_1) 0.052960    0.342423 1.879818
                                                   (VisitorType_Returning_Visitor)                                         (SpecialDay_0.0, Month_Mar, TrafficType_1) 0.052960    0.061890 1.161495
                                                                   (TrafficType_1)                         (SpecialDay_0.0, Month_Mar, VisitorType_Returning_Visitor) 0.052960    0.266422 1.961183
                                            (SpecialDay_0.0, Browser_2, Month_May)                                                               (OperatingSystems_2) 0.073398    0.652487 1.218780
                                   (SpecialDay_0.0, Month_May, OperatingSystems_2)                                                                        (Browser_2) 0.073398    0.737571 1.142351
                                                       (SpecialDay_0.0, Month_May)                                                    (Browser_2, OperatingSystems_2) 0.073398    0.412865 1.006251
                                                   (Browser_2, OperatingSystems_2)                                                        (SpecialDay_0.0, Month_May) 0.073398    0.178889 1.006251
                                                                       (Browser_2)                                    (SpecialDay_0.0, Month_May, OperatingSystems_2) 0.073398    0.113679 1.142351
                                                              (OperatingSystems_2)                                             (SpecialDay_0.0, Browser_2, Month_May) 0.073398    0.137100 1.218780
                        (SpecialDay_0.0, VisitorType_Returning_Visitor, Month_May)                                                               (OperatingSystems_2) 0.087348    0.557742 1.041806
                                   (SpecialDay_0.0, Month_May, OperatingSystems_2)                                                    (VisitorType_Returning_Visitor) 0.087348    0.877751 1.025748
                                                       (SpecialDay_0.0, Month_May)                                (VisitorType_Returning_Visitor, OperatingSystems_2) 0.087348    0.491332 1.072424
                               (VisitorType_Returning_Visitor, OperatingSystems_2)                                                        (SpecialDay_0.0, Month_May) 0.087348    0.190653 1.072424
                                                   (VisitorType_Returning_Visitor)                                    (SpecialDay_0.0, Month_May, OperatingSystems_2) 0.087348    0.102076 1.025748
                                                              (OperatingSystems_2)                         (SpecialDay_0.0, VisitorType_Returning_Visitor, Month_May) 0.087348    0.163157 1.041806
                                            (SpecialDay_0.0, Browser_2, Month_May)                                                    (VisitorType_Returning_Visitor) 0.099919    0.888248 1.038015
                                                       (SpecialDay_0.0, Month_May)                                         (VisitorType_Returning_Visitor, Browser_2) 0.099919    0.562044 1.004057
                                        (VisitorType_Returning_Visitor, Browser_2)                                                        (SpecialDay_0.0, Month_May) 0.099919    0.178499 1.004057
                                                   (VisitorType_Returning_Visitor)                                             (SpecialDay_0.0, Browser_2, Month_May) 0.099919    0.116766 1.038015
                                             (SpecialDay_0.0, Region_1, Month_May)                                                    (VisitorType_Returning_Visitor) 0.054177    0.869792 1.016447
                                                   (VisitorType_Returning_Visitor)                                              (SpecialDay_0.0, Region_1, Month_May) 0.054177    0.063312 1.016447
                                            (SpecialDay_0.0, Month_Nov, Browser_2)                                                               (OperatingSystems_2) 0.099919    0.614464 1.147756
                                   (SpecialDay_0.0, Month_Nov, OperatingSystems_2)                                                                        (Browser_2) 0.099919    0.801040 1.240652
                                   (SpecialDay_0.0, Browser_2, OperatingSystems_2)                                                                        (Month_Nov) 0.099919    0.272325 1.120004
                                        (Month_Nov, Browser_2, OperatingSystems_2)                                                                   (SpecialDay_0.0) 0.099919    1.000000 1.112916
                                                       (SpecialDay_0.0, Month_Nov)                                                    (Browser_2, OperatingSystems_2) 0.099919    0.410941 1.001561
                                                       (SpecialDay_0.0, Browser_2)                                                    (Month_Nov, OperatingSystems_2) 0.099919    0.172961 1.386611
                                              (SpecialDay_0.0, OperatingSystems_2)                                                             (Month_Nov, Browser_2) 0.099919    0.208991 1.285214
                                                            (Month_Nov, Browser_2)                                               (SpecialDay_0.0, OperatingSystems_2) 0.099919    0.614464 1.285214
                                                   (Month_Nov, OperatingSystems_2)                                                        (SpecialDay_0.0, Browser_2) 0.099919    0.801040 1.386611
                                                   (Browser_2, OperatingSystems_2)                                                        (SpecialDay_0.0, Month_Nov) 0.099919    0.243526 1.001561
                                                                  (SpecialDay_0.0)                                         (Month_Nov, Browser_2, OperatingSystems_2) 0.099919    0.111201 1.112916
                                                                       (Month_Nov)                                    (SpecialDay_0.0, Browser_2, OperatingSystems_2) 0.099919    0.410941 1.120004
                                                                       (Browser_2)                                    (SpecialDay_0.0, Month_Nov, OperatingSystems_2) 0.099919    0.154754 1.240652
                                                              (OperatingSystems_2)                                             (SpecialDay_0.0, Month_Nov, Browser_2) 0.099919    0.186638 1.147756
                                   (SpecialDay_0.0, Month_Nov, OperatingSystems_2)                                                                         (Region_1) 0.054096    0.433680 1.118677
                                    (SpecialDay_0.0, Region_1, OperatingSystems_2)                                                                        (Month_Nov) 0.054096    0.297370 1.223004
                                         (Month_Nov, Region_1, OperatingSystems_2)                                                                   (SpecialDay_0.0) 0.054096    1.000000 1.112916
                                                       (SpecialDay_0.0, Month_Nov)                                                     (Region_1, OperatingSystems_2) 0.054096    0.222482 1.092908
                                                        (SpecialDay_0.0, Region_1)                                                    (Month_Nov, OperatingSystems_2) 0.054096    0.155623 1.247614
                                              (SpecialDay_0.0, OperatingSystems_2)                                                              (Month_Nov, Region_1) 0.054096    0.113147 1.083152
                                                             (Month_Nov, Region_1)                                               (SpecialDay_0.0, OperatingSystems_2) 0.054096    0.517857 1.083152
                                                   (Month_Nov, OperatingSystems_2)                                                         (SpecialDay_0.0, Region_1) 0.054096    0.433680 1.247614
                                                    (Region_1, OperatingSystems_2)                                                        (SpecialDay_0.0, Month_Nov) 0.054096    0.265737 1.092908
                                                                  (SpecialDay_0.0)                                          (Month_Nov, Region_1, OperatingSystems_2) 0.054096    0.060204 1.112916
                                                                       (Month_Nov)                                     (SpecialDay_0.0, Region_1, OperatingSystems_2) 0.054096    0.222482 1.223004
                                                                        (Region_1)                                    (SpecialDay_0.0, Month_Nov, OperatingSystems_2) 0.054096    0.139540 1.118677
                                   (SpecialDay_0.0, Month_Nov, OperatingSystems_2)                                                                    (TrafficType_2) 0.056934    0.456437 1.438249
                                        (SpecialDay_0.0, Month_Nov, TrafficType_2)                                                               (OperatingSystems_2) 0.056934    0.565217 1.055769
                               (SpecialDay_0.0, OperatingSystems_2, TrafficType_2)                                                                        (Month_Nov) 0.056934    0.333333 1.370914
                                    (Month_Nov, OperatingSystems_2, TrafficType_2)                                                                   (SpecialDay_0.0) 0.056934    1.000000 1.112916
                                                       (SpecialDay_0.0, Month_Nov)                                                (OperatingSystems_2, TrafficType_2) 0.056934    0.234156 1.291787
                                              (SpecialDay_0.0, OperatingSystems_2)                                                         (Month_Nov, TrafficType_2) 0.056934    0.119084 1.182210
                                                   (SpecialDay_0.0, TrafficType_2)                                                    (Month_Nov, OperatingSystems_2) 0.056934    0.189986 1.523103
                                                   (Month_Nov, OperatingSystems_2)                                                    (SpecialDay_0.0, TrafficType_2) 0.056934    0.456437 1.523103
                                                        (Month_Nov, TrafficType_2)                                               (SpecialDay_0.0, OperatingSystems_2) 0.056934    0.565217 1.182210
                                               (OperatingSystems_2, TrafficType_2)                                                        (SpecialDay_0.0, Month_Nov) 0.056934    0.314094 1.291787
                                                                  (SpecialDay_0.0)                                     (Month_Nov, OperatingSystems_2, TrafficType_2) 0.056934    0.063363 1.112916
                                                                       (Month_Nov)                                (SpecialDay_0.0, OperatingSystems_2, TrafficType_2) 0.056934    0.234156 1.370914
                                                              (OperatingSystems_2)                                         (SpecialDay_0.0, Month_Nov, TrafficType_2) 0.056934    0.106348 1.055769
                                                                   (TrafficType_2)                                    (SpecialDay_0.0, Month_Nov, OperatingSystems_2) 0.056934    0.179402 1.438249
               (SpecialDay_0.0, VisitorType_Returning_Visitor, OperatingSystems_2)                                                                        (Month_Nov) 0.106569    0.263908 1.085387
                    (VisitorType_Returning_Visitor, Month_Nov, OperatingSystems_2)                                                                   (SpecialDay_0.0) 0.106569    1.000000 1.112916
                                   (SpecialDay_0.0, VisitorType_Returning_Visitor)                                                    (Month_Nov, OperatingSystems_2) 0.106569    0.140415 1.125691
                                              (SpecialDay_0.0, OperatingSystems_2)                                         (VisitorType_Returning_Visitor, Month_Nov) 0.106569    0.222901 1.074840
                                        (VisitorType_Returning_Visitor, Month_Nov)                                               (SpecialDay_0.0, OperatingSystems_2) 0.106569    0.513883 1.074840
                                                   (Month_Nov, OperatingSystems_2)                                    (SpecialDay_0.0, VisitorType_Returning_Visitor) 0.106569    0.854356 1.125691
                                                                  (SpecialDay_0.0)                     (VisitorType_Returning_Visitor, Month_Nov, OperatingSystems_2) 0.106569    0.118603 1.112916
                                                                       (Month_Nov)                (SpecialDay_0.0, VisitorType_Returning_Visitor, OperatingSystems_2) 0.106569    0.438292 1.085387
                                            (SpecialDay_0.0, Month_Nov, Browser_2)                                                                         (Region_1) 0.071208    0.437905 1.129576
                                             (SpecialDay_0.0, Month_Nov, Region_1)                                                                        (Browser_2) 0.071208    0.681677 1.055782
                                             (SpecialDay_0.0, Browser_2, Region_1)                                                                        (Month_Nov) 0.071208    0.320321 1.317398
                                                  (Month_Nov, Region_1, Browser_2)                                                                   (SpecialDay_0.0) 0.071208    1.000000 1.112916
                                                       (SpecialDay_0.0, Month_Nov)                                                              (Browser_2, Region_1) 0.071208    0.292862 1.181993
                                                       (SpecialDay_0.0, Browser_2)                                                              (Month_Nov, Region_1) 0.071208    0.123263 1.179991
                                                        (SpecialDay_0.0, Region_1)                                                             (Month_Nov, Browser_2) 0.071208    0.204853 1.259769
                                                            (Month_Nov, Browser_2)                                                         (SpecialDay_0.0, Region_1) 0.071208    0.437905 1.259769
                                                             (Month_Nov, Region_1)                                                        (SpecialDay_0.0, Browser_2) 0.071208    0.681677 1.179991
                                                             (Browser_2, Region_1)                                                        (SpecialDay_0.0, Month_Nov) 0.071208    0.287398 1.181993
                                                                  (SpecialDay_0.0)                                                   (Month_Nov, Region_1, Browser_2) 0.071208    0.079249 1.112916
                                                                       (Month_Nov)                                              (SpecialDay_0.0, Browser_2, Region_1) 0.071208    0.292862 1.317398
                                                                       (Browser_2)                                              (SpecialDay_0.0, Month_Nov, Region_1) 0.071208    0.110288 1.055782
                                                                        (Region_1)                                             (SpecialDay_0.0, Month_Nov, Browser_2) 0.071208    0.183682 1.129576
                                            (SpecialDay_0.0, Month_Nov, Browser_2)                                                                    (TrafficType_2) 0.068451    0.420948 1.326421
                                        (SpecialDay_0.0, Month_Nov, TrafficType_2)                                                                        (Browser_2) 0.068451    0.679549 1.052486
                                        (SpecialDay_0.0, Browser_2, TrafficType_2)                                                                        (Month_Nov) 0.068451    0.349627 1.437926
                                             (Month_Nov, Browser_2, TrafficType_2)                                                                   (SpecialDay_0.0) 0.068451    1.000000 1.112916
                                                       (SpecialDay_0.0, Month_Nov)                                                         (Browser_2, TrafficType_2) 0.068451    0.281521 1.363376
                                                       (SpecialDay_0.0, Browser_2)                                                         (Month_Nov, TrafficType_2) 0.068451    0.118489 1.176308
                                                   (SpecialDay_0.0, TrafficType_2)                                                             (Month_Nov, Browser_2) 0.068451    0.228417 1.404678
                                                            (Month_Nov, Browser_2)                                                    (SpecialDay_0.0, TrafficType_2) 0.068451    0.420948 1.404678
                                                        (Month_Nov, TrafficType_2)                                                        (SpecialDay_0.0, Browser_2) 0.068451    0.679549 1.176308
                                                        (Browser_2, TrafficType_2)                                                        (SpecialDay_0.0, Month_Nov) 0.068451    0.331500 1.363376
                                                                  (SpecialDay_0.0)                                              (Month_Nov, Browser_2, TrafficType_2) 0.068451    0.076180 1.112916
                                                                       (Month_Nov)                                         (SpecialDay_0.0, Browser_2, TrafficType_2) 0.068451    0.281521 1.437926
                                                                       (Browser_2)                                         (SpecialDay_0.0, Month_Nov, TrafficType_2) 0.068451    0.106017 1.052486
                                                                   (TrafficType_2)                                             (SpecialDay_0.0, Month_Nov, Browser_2) 0.068451    0.215691 1.326421
                        (SpecialDay_0.0, VisitorType_Returning_Visitor, Browser_2)                                                                        (Month_Nov) 0.141444    0.285995 1.176225
                        (SpecialDay_0.0, VisitorType_Returning_Visitor, Month_Nov)                                                                        (Browser_2) 0.141444    0.682049 1.056358
                                            (SpecialDay_0.0, Month_Nov, Browser_2)                                                    (VisitorType_Returning_Visitor) 0.141444    0.869825 1.016486
                             (VisitorType_Returning_Visitor, Browser_2, Month_Nov)                                                                   (SpecialDay_0.0) 0.141444    1.000000 1.112916
                                   (SpecialDay_0.0, VisitorType_Returning_Visitor)                                                             (Month_Nov, Browser_2) 0.141444    0.186365 1.146073
                                                       (SpecialDay_0.0, Browser_2)                                         (VisitorType_Returning_Visitor, Month_Nov) 0.141444    0.244841 1.180636
                                                       (SpecialDay_0.0, Month_Nov)                                         (VisitorType_Returning_Visitor, Browser_2) 0.141444    0.581721 1.039209
                                        (VisitorType_Returning_Visitor, Browser_2)                                                        (SpecialDay_0.0, Month_Nov) 0.141444    0.252680 1.039209
                                        (VisitorType_Returning_Visitor, Month_Nov)                                                        (SpecialDay_0.0, Browser_2) 0.141444    0.682049 1.180636
                                                            (Month_Nov, Browser_2)                                    (SpecialDay_0.0, VisitorType_Returning_Visitor) 0.141444    0.869825 1.146073
